Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
Asus,Ultrabook,11.1,Full HD 1366x768,AMD Ryzen 5 3.58GHz,4GB,512GB SSD,AMD Radeon R7 M365X,Windows 7,3.7kg,27531.73
Apple,Netbook,12.51,Full HD 2880x1800,AMD Ryzen 5 4.45GHz,4GB,512GB SSD + 1TB HDD,Intel HD Graphics 540,macOS,3.43kg,161178.66
Microsoft,Netbook,17.23,Full HD 2880x1800,AMD Ryzen 5 3.86GHz,16GB,256GB SSD,Nvidia GeForce GTX 960,macOS,0.97kg,182007.13
Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,37992.3696
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,AMD FirePro W6150M,Windows 7,3.0kg,154458.72
Mediacom,Ultrabook,14.66,Full HD 2560x1440,Intel Core i3 2.69GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce 920M,No OS,2.98kg,32954.16
HP,Gaming,13.27,Full HD 3840x2160,Intel Core i5 2.66GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce 920MX,macOS,3.56kg,73853.27
Fujitsu,2 in 1 Convertible,13.42,Full HD 2880x1800,Intel Core i5 3.4GHz,8GB,256GB SSD,AMD Radeon R5 M430,Mac OS X,3.74kg,191752.45
Lenovo,Workstation,14.74,Full HD 2880x1800,AMD Ryzen 7 2.12GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1050Ti,Chrome OS,2.96kg,165392.68
Xiaomi,Workstation,14.32,Full HD 1366x768,Intel Core i5 2.69GHz,8GB,512GB SSD + 1TB HDD,Intel Iris Graphics 550,Linux,3.38kg,51551.92
Google,Notebook,15.81,Full HD 1366x768,AMD Ryzen 5 1.83GHz,32GB,1TB SSD,Nvidia GeForce MX130,Mac OS X,1.79kg,45347.63
Acer,Ultrabook,13.6,Full HD 1366x768,Intel Core i7 2.68GHz,8GB,1TB HDD,AMD Radeon 540,Mac OS X,3.46kg,118710.85
LG,2 in 1 Convertible,16.24,Full HD 1366x768,Intel Core i5 3.38GHz,16GB,1TB HDD,Intel HD Graphics 630,Android,1.84kg,171967.24
Chuwi,2 in 1 Convertible,13.68,Full HD 3840x2160,AMD Ryzen 7 1.6GHz,16GB,1TB SSD,Nvidia GeForce GTX 1070,Windows 10 S,3.39kg,218937.18
Microsoft,Workstation,11.59,Full HD 1366x768,AMD Ryzen 5 2.84GHz,4GB,1TB HDD,AMD Radeon R5 430,No OS,2.3kg,30150.77
Microsoft,Notebook,13.1,Full HD 3840x2160,Intel Core i7 4.38GHz,32GB,1TB SSD,Intel HD Graphics 520,Windows 10 S,1.59kg,229641.28
Microsoft,Gaming,16.1,Full HD 2560x1440,AMD Ryzen 7 4.22GHz,8GB,1TB HDD,Intel Iris Graphics 540,Mac OS X,1.94kg,63591.57
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,35004.96
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.32kg,31409.6256
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.8kg,44169.12
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3kg,31168.8
Chuwi,2 in 1 Convertible,15.85,Full HD 1366x768,AMD Ryzen 7 3.86GHz,32GB,512GB SSD + 1TB HDD,AMD Radeon R2 Graphics,No OS,1.72kg,39801.95
Samsung,Ultrabook,11.37,Full HD 1366x768,AMD Ryzen 7 3.86GHz,8GB,1TB SSD,Nvidia Quadro M1200,macOS,2.67kg,174593.69
Mediacom,Gaming,14.28,Full HD 1920x1080,Intel Core i3 2.24GHz,8GB,1TB HDD,AMD FirePro W4190M,Android,1.28kg,31552.23
Samsung,Workstation,12.57,Full HD 2560x1440,Intel Core i3 3.07GHz,4GB,256GB SSD,AMD FirePro W6150M,macOS,3.2kg,66993.68
Acer,Gaming,12.35,Full HD 2880x1800,Intel Core i7 2.73GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon R7 M365X,Chrome OS,2.32kg,119154.3
Apple,Netbook,17.69,Full HD 3840x2160,AMD Ryzen 7 1.94GHz,8GB,512GB SSD,Nvidia GeForce 920,Mac OS X,3.57kg,147229.09
Asus,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45kg,30849.12
Acer,Ultrabook,15.77,Full HD 1920x1080,AMD Ryzen 7 3.63GHz,8GB,512GB SSD,Intel HD Graphics 615,Linux,1.81kg,207085.5
MSI,Gaming,16,Full HD 2560x1440,Intel Core i3 3.31GHz,8GB,1TB SSD,Intel HD Graphics 620 ,No OS,1.4kg,44494.85
Razer,Gaming,14.81,Full HD 1920x1080,Intel Core i3 2.78GHz,16GB,1TB HDD,Intel Iris Plus Graphics 640,Windows 7,1.19kg,145046.46
Huawei,2 in 1 Convertible,14.86,Full HD 2880x1800,AMD Ryzen 7 3.6GHz,4GB,512GB SSD,AMD Radeon R5 M330,Linux,1.09kg,32772.35
Microsoft,2 in 1 Convertible,11.53,Full HD 3840x2160,AMD Ryzen 5 4.48GHz,8GB,512GB SSD + 1TB HDD,AMD Radeon RX 580,Linux,2.78kg,86751.66
HP,Workstation,14.45,Full HD 1366x768,Intel Core i7 2.53GHz,32GB,512GB SSD + 1TB HDD,Intel HD Graphics 510,Android,3.65kg,78263.45
Apple,Notebook,14.09,Full HD 1920x1080,Intel Core i5 1.7GHz,8GB,256GB SSD,AMD FirePro W4190M,Mac OS X,2.85kg,119060.03
Huawei,Netbook,11.7,Full HD 1366x768,AMD Ryzen 7 3.57GHz,16GB,512GB SSD,Intel UHD Graphics 620,Chrome OS,1.6kg,160588.29
Xiaomi,Netbook,11.07,Full HD 1920x1080,Intel Core i5 4.45GHz,16GB,1TB HDD,Nvidia GeForce GTX 1050M,Chrome OS,1.26kg,186310.38
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,93186.72
Apple,Gaming,15.38,Full HD 1920x1080,AMD Ryzen 7 3.4GHz,16GB,1TB SSD,Nvidia Quadro M620,Windows 10,1.98kg,60967.32
Vero,2 in 1 Convertible,17.43,Full HD 2560x1440,Intel Core i3 2.81GHz,16GB,1TB SSD,AMD Radeon R2,macOS,2.24kg,248313.71
Xiaomi,Notebook,16.95,Full HD 2560x1440,Intel Core i7 3.88GHz,8GB,1TB SSD,AMD Radeon 530,Windows 7,3.35kg,166135.48
Mediacom,Workstation,12.67,Full HD 1920x1080,Intel Core i7 3.47GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon R2,Android,1.55kg,101557.77
Dell,Workstation,13.25,Full HD 2560x1440,AMD Ryzen 7 4.5GHz,8GB,256GB SSD,AMD Radeon R5 M315,macOS,1.16kg,22052.96
Toshiba,2 in 1 Convertible,15.34,Full HD 1366x768,Intel Core i3 3.62GHz,8GB,512GB SSD + 1TB HDD,Nvidia Quadro M2000M,Windows 7,1.38kg,136540
Razer,Ultrabook,12.72,Full HD 2560x1440,Intel Core i3 3.18GHz,16GB,256GB SSD,AMD Radeon RX 560,Android,2.19kg,34198.67
Dell,Gaming,14.95,Full HD 3840x2160,AMD Ryzen 5 3.62GHz,4GB,512GB SSD,Nvidia GeForce GTX 965M,macOS,3.52kg,117887.74
Acer,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,34898.4
Microsoft,Workstation,14.78,Full HD 1920x1080,AMD Ryzen 7 2.88GHz,8GB,1TB HDD,Nvidia GTX 980 SLI,No OS,1.39kg,123519.42
Razer,2 in 1 Convertible,14.64,Full HD 2880x1800,Intel Core i5 2.57GHz,32GB,1TB HDD,Intel HD Graphics 540,Chrome OS,2.71kg,58835.16
Lenovo,Workstation,14.22,Full HD 1920x1080,Intel Core i3 1.94GHz,4GB,256GB SSD,AMD FirePro W5130M,Windows 10 S,2.81kg,56289.45
Dell,Notebook,13.35,Full HD 2560x1440,AMD Ryzen 5 4.29GHz,4GB,512GB SSD,Nvidia GeForce 920M,Windows 10,1.88kg,141075.21
Fujitsu,Netbook,12.54,Full HD 2560x1440,AMD Ryzen 7 2.28GHz,4GB,256GB SSD,Intel HD Graphics 515,macOS,3.56kg,243586.79
Mediacom,2 in 1 Convertible,12.13,Full HD 2880x1800,Intel Core i5 3.08GHz,4GB,512GB SSD,AMD Radeon R5 M420X,Android,1.29kg,234607.43
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB SSD,Intel HD Graphics,Chrome OS,2.20kg,11135.52
Mediacom,Gaming,12.61,Full HD 1920x1080,Intel Core i5 4.39GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon RX 550,Windows 7,2.55kg,57690.34
Huawei,Notebook,11.48,Full HD 3840x2160,AMD Ryzen 5 3.71GHz,4GB,1TB SSD,AMD Radeon Pro 555,Linux,3.53kg,19118.64
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Linux,2.09kg,27899.0064
Dell,Gaming,11.34,Full HD 2880x1800,AMD Ryzen 5 3.41GHz,8GB,512GB SSD,AMD R17M-M1-70,Linux,1.8kg,172760.19
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,No OS,1.86kg,13799.52
Xiaomi,Gaming,12.34,Full HD 3840x2160,AMD Ryzen 7 2.13GHz,4GB,256GB SSD,AMD Radeon R4 Graphics,Mac OS X,1.13kg,151417.55
Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,62071.2
Acer,Netbook,11.4,Full HD 2560x1440,AMD Ryzen 7 1.67GHz,32GB,256GB SSD,Nvidia GeForce GTX 1050,macOS,2.03kg,241348.12
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,55357.92
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,72988.272
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Intel HD Graphics 505,Windows 10,2.4kg,20246.4
MSI,Ultrabook,12.71,Full HD 2560x1440,Intel Core i7 1.83GHz,32GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10 S,1.11kg,179394.49
Razer,Ultrabook,11.75,Full HD 1366x768,AMD Ryzen 7 2.3GHz,32GB,256GB SSD,AMD Radeon R7 M445,macOS,3.29kg,210404.87
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,55922.688
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,121318.56
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,111593.8944
HP,2 in 1 Convertible,15.03,Full HD 3840x2160,Intel Core i5 3.12GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 930MX,Android,3.45kg,45347.08
Microsoft,Gaming,14.57,Full HD 2880x1800,Intel Core i5 2.69GHz,8GB,1TB SSD,Nvidia GeForce GTX 980M,No OS,0.97kg,49318.6
MSI,Ultrabook,12.65,Full HD 1366x768,AMD Ryzen 5 2.27GHz,16GB,1TB SSD,Nvidia GeForce 920M,No OS,2.24kg,222848.7
Vero,2 in 1 Convertible,13.7,Full HD 2880x1800,Intel Core i5 1.5GHz,4GB,1TB HDD,Nvidia GeForce GTX 1080,Windows 10,3.35kg,61874.14
Dell,Gaming,14.66,Full HD 1366x768,Intel Core i5 3.63GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon RX 560,No OS,2.66kg,65253.2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33kg,47898.72
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49kg,58767.84
Asus,Netbook,11.88,Full HD 1366x768,AMD Ryzen 7 4.34GHz,32GB,512GB SSD,Intel HD Graphics 6000,Windows 10,3.4kg,70990.09
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.37kg,98514.72
Vero,Workstation,12.95,Full HD 1920x1080,Intel Core i7 4.2GHz,16GB,512GB SSD,AMD Radeon Pro 455,Android,2.12kg,118128.78
Lenovo,Ultrabook,15.81,Full HD 2560x1440,Intel Core i3 1.53GHz,8GB,256GB SSD,Intel HD Graphics 5300,Windows 10 S,2.95kg,92036.64
Microsoft,2 in 1 Convertible,13.1,Full HD 1366x768,AMD Ryzen 7 2.38GHz,4GB,512GB SSD,AMD Radeon R7 M460,Windows 10,1.29kg,38577.65
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1.0TB Hybrid,AMD Radeon R7 M360,Windows 10,2.5kg,58554.72
LG,Workstation,12.26,Full HD 1366x768,Intel Core i3 1.54GHz,4GB,512GB SSD,Intel Graphics 620,Windows 10,3.72kg,20961.92
Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Nvidia Quadro M500M,Windows 7,1.8kg,109244.2464
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows 10,2.06kg,69210.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2kg,42037.92
Dell,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.26kg,15717.6
Fujitsu,Notebook,16.41,Full HD 2560x1440,AMD Ryzen 7 3.19GHz,32GB,1TB HDD,AMD Radeon R7 M440,Windows 10,2.97kg,132027.73
Xiaomi,Ultrabook,11.84,Full HD 2560x1440,Intel Core i5 3.12GHz,32GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1050M,Windows 10 S,2.64kg,125391.29
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,95850.72
Mediacom,Ultrabook,14.01,Full HD 1366x768,Intel Core i3 2.4GHz,16GB,512GB SSD,Nvidia GeForce GTX 960<U+039C>,macOS,1.6kg,219282.56
Xiaomi,Notebook,15.12,Full HD 1920x1080,Intel Core i3 4.09GHz,32GB,1TB SSD,Nvidia GeForce 920M,Windows 10 S,1.36kg,65876.47
HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.1kg,35616.6144
Xiaomi,Netbook,17.83,Full HD 2880x1800,AMD Ryzen 5 4.02GHz,32GB,512GB SSD,Nvidia GTX 980 SLI,Windows 7,1.84kg,92678.01
Asus,Notebook,14.2,Full HD 3840x2160,AMD Ryzen 5 2.45GHz,32GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1080,macOS,0.97kg,144209.92
Microsoft,Notebook,11.8,Full HD 1366x768,Intel Core i7 3.26GHz,32GB,1TB SSD,Nvidia GeForce GTX 1070M,Mac OS X,3.08kg,36450.23
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79kg,31381.92
Apple,Gaming,11.99,Full HD 2880x1800,AMD Ryzen 5 2.1GHz,4GB,256GB SSD,Nvidia GeForce GTX 1080,Linux,2.0kg,120624.7
Dell,Netbook,15.62,Full HD 3840x2160,AMD Ryzen 7 4.17GHz,4GB,512GB SSD + 1TB HDD,Intel HD Graphics 515,Linux,1.25kg,179691.7
Fujitsu,Netbook,13.83,Full HD 1920x1080,Intel Core i3 2.02GHz,8GB,256GB SSD,Intel HD Graphics 500,Chrome OS,1.47kg,24064.59
Microsoft,Workstation,14.88,Full HD 3840x2160,AMD Ryzen 5 3.95GHz,32GB,512GB SSD,AMD Radeon 540,Windows 10 S,3.25kg,23277.79
Apple,Workstation,11.28,Full HD 1920x1080,AMD Ryzen 7 3.37GHz,32GB,1TB SSD,Nvidia Quadro M2200M,Windows 7,2.4kg,63644.86
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Nvidia GeForce GTX 1050 Ti,Linux,3kg,50562.72
Razer,Gaming,15.34,Full HD 3840x2160,AMD Ryzen 5 3.08GHz,4GB,512GB SSD + 1TB HDD,Intel HD Graphics 615,Windows 10,1.62kg,173754.2
Xiaomi,2 in 1 Convertible,14.5,Full HD 2880x1800,AMD Ryzen 5 3.54GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon R7,No OS,2.46kg,166843.45
Xiaomi,2 in 1 Convertible,15.65,Full HD 3840x2160,AMD Ryzen 7 2.73GHz,4GB,1TB HDD,Nvidia Quadro M2200,Mac OS X,3.08kg,177827.14
Chuwi,Workstation,11.17,Full HD 2880x1800,AMD Ryzen 7 3.67GHz,16GB,1TB HDD,Nvidia GeForce 930M,Mac OS X,1.29kg,118585.86
Dell,Notebook,12.22,Full HD 3840x2160,AMD Ryzen 7 2.71GHz,8GB,1TB HDD,Intel HD Graphics 505,Windows 7,1.27kg,222234.4
MSI,Gaming,17.39,Full HD 1920x1080,Intel Core i3 3.31GHz,8GB,1TB SSD,Intel Iris Graphics 550,Chrome OS,1.71kg,225309.62
Mediacom,Workstation,12.56,Full HD 1920x1080,Intel Core i5 3.78GHz,8GB,1TB HDD,AMD Radeon R2,Linux,1.95kg,242338.86
Vero,Netbook,14.78,Full HD 1366x768,AMD Ryzen 7 2.07GHz,32GB,1TB SSD,Nvidia GeForce GTX 960,Linux,2.14kg,93519.78
Toshiba,Workstation,15.84,Full HD 3840x2160,Intel Core i7 4.39GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon R5,Windows 10 S,1.95kg,188441
Vero,Notebook,16.47,Full HD 2560x1440,Intel Core i5 2.68GHz,32GB,512GB SSD,AMD Radeon 540,Android,1.99kg,148132.4
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.8kg,149130.72
Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,79866.72
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,1.68kg,24988.32
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,160520.3856
MSI,Gaming,17.64,Full HD 1366x768,Intel Core i3 1.7GHz,8GB,1TB HDD,Nvidia GeForce 920MX ,macOS,1.38kg,194953.11
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg,14646.672
Asus,Netbook,14.35,Full HD 1366x768,AMD Ryzen 7 2.03GHz,32GB,1TB HDD,Intel HD Graphics 615,Windows 10,1.69kg,86338.66
Mediacom,Gaming,17.71,Full HD 1366x768,AMD Ryzen 5 1.94GHz,16GB,1TB HDD,Nvidia GeForce GT 940MX,No OS,2.89kg,121529.83
Google,Netbook,14.06,Full HD 1920x1080,Intel Core i7 1.73GHz,8GB,512GB SSD,Nvidia GeForce GTX 1060,No OS,1.2kg,234826.75
Mediacom,Notebook,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4kg,12733.92
Xiaomi,Workstation,16.78,Full HD 3840x2160,Intel Core i7 4.05GHz,16GB,512GB SSD,AMD Radeon Pro 555,Mac OS X,2.87kg,81740.39
Razer,Notebook,14.85,Full HD 3840x2160,Intel Core i5 4.0GHz,8GB,512GB SSD + 1TB HDD,Nvidia GTX 980 SLI,Android,2.27kg,137232.76
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,45501.12
Samsung,Ultrabook,16.75,Full HD 1366x768,AMD Ryzen 5 2.13GHz,8GB,1TB SSD,Nvidia GeForce 930MX,Windows 10,3.16kg,186101.1
Microsoft,Gaming,15.38,Full HD 2560x1440,AMD Ryzen 5 2.95GHz,16GB,256GB SSD,AMD Radeon R5 M420,Android,1.27kg,153879.77
Asus,2 in 1 Convertible,13.35,Full HD 1366x768,AMD Ryzen 5 3.8GHz,32GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 950M,No OS,1.58kg,49605.1
Samsung,Workstation,12.4,Full HD 1920x1080,AMD Ryzen 7 4.02GHz,16GB,512GB SSD,Nvidia GeForce GT 940MX,Linux,0.96kg,175554.27
MSI,Workstation,16.2,Full HD 2880x1800,Intel Core i5 2.4GHz,4GB,256GB SSD,Nvidia GeForce MX130,Chrome OS,3.52kg,168596.65
Vero,Workstation,16.17,Full HD 1920x1080,Intel Core i5 3.8GHz,32GB,512GB SSD,Nvidia Quadro 3000M,Chrome OS,3.34kg,141611.16
HP,Workstation,16.46,Full HD 2880x1800,Intel Core i5 1.94GHz,4GB,1TB HDD,AMD Radeon R7 M365X,Windows 10 S,1.47kg,236175.26
Microsoft,2 in 1 Convertible,12.65,Full HD 2560x1440,Intel Core i3 3.42GHz,4GB,1TB SSD,Intel HD Graphics 615,Windows 10,0.99kg,34660.51
Chuwi,Workstation,16.02,Full HD 1920x1080,Intel Core i3 1.84GHz,32GB,256GB SSD,AMD Radeon R2 Graphics,Mac OS X,3.11kg,223740.29
Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,93186.72
Lenovo,Workstation,12.94,Full HD 1920x1080,AMD Ryzen 5 4.1GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.86kg,79861.3
Chuwi,Notebook,14.23,Full HD 2560x1440,AMD Ryzen 7 3.7GHz,4GB,512GB SSD,Intel Iris Graphics 550,Mac OS X,1.54kg,161140.07
MSI,Workstation,16.08,Full HD 3840x2160,Intel Core i3 2.8GHz,8GB,1TB SSD,Nvidia GeForce GTX 980M,Linux,2.55kg,246174.67
Chuwi,Workstation,15.82,Full HD 2560x1440,Intel Core i5 4.1GHz,32GB,1TB HDD,AMD Radeon RX 580,Windows 10,2.81kg,104554.88
Dell,Ultrabook,16.12,Full HD 1920x1080,AMD Ryzen 5 2.66GHz,32GB,1TB HDD,Nvidia GeForce 920M,Windows 7,2.12kg,71134.94
Asus,Notebook,13.32,Full HD 1366x768,Intel Core i3 1.83GHz,8GB,256GB SSD,AMD FirePro W6150M,Linux,1.25kg,216844.89
Microsoft,Gaming,13.65,Full HD 3840x2160,Intel Core i3 3.8GHz,8GB,512GB SSD + 1TB HDD,AMD Radeon R5 M330,Mac OS X,2.56kg,120897.2
Vero,Gaming,15.54,Full HD 3840x2160,Intel Core i5 3.15GHz,8GB,1TB SSD,Nvidia GeForce GTX 1070M,Chrome OS,1.82kg,68836.92
Apple,Netbook,15.51,Full HD 3840x2160,AMD Ryzen 7 3.63GHz,16GB,1TB HDD,AMD Radeon Pro 455,Linux,3.4kg,198638.18
Acer,Gaming,16.3,Full HD 1366x768,Intel Core i3 1.51GHz,8GB,1TB HDD,Nvidia Quadro 3000M,Linux,1.18kg,26307.15
Apple,Ultrabook,11.48,Full HD 3840x2160,Intel Core i5 4.18GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics,Android,3.49kg,107569.12
MSI,Gaming,11.98,Full HD 2560x1440,AMD Ryzen 7 3.58GHz,16GB,256GB SSD,Nvidia GTX 980 SLI,Chrome OS,3.11kg,22357.35
Asus,Netbook,15.92,Full HD 2560x1440,Intel Core i7 4.12GHz,16GB,1TB HDD,AMD Radeon 540,Windows 7,3.51kg,247405.9
Microsoft,Ultrabook,14.49,Full HD 3840x2160,Intel Core i3 1.62GHz,4GB,1TB HDD,AMD Radeon R7,Mac OS X,3.41kg,155896.04
Xiaomi,Ultrabook,14.76,Full HD 2880x1800,Intel Core i7 2.91GHz,32GB,1TB HDD,Nvidia GeForce GTX 1050 Ti,Linux,1.78kg,37307.74
Lenovo,Gaming,13.2,Full HD 1366x768,Intel Core i3 2.28GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 960M,Chrome OS,0.9kg,147609.22
Toshiba,Gaming,14.22,Full HD 1366x768,AMD Ryzen 7 3.14GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.01kg,247792.5
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59kg,118761.12
MSI,Gaming,13.66,Full HD 3840x2160,AMD Ryzen 7 2.16GHz,8GB,1TB SSD,Intel Graphics 620,Windows 10 S,2.19kg,23655.66
Samsung,Workstation,12.09,Full HD 2560x1440,AMD Ryzen 7 4.04GHz,8GB,512GB SSD,Nvidia GeForce MX150,Mac OS X,2.25kg,249192.78
HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29kg,32767.2
Fujitsu,Ultrabook,17.21,Full HD 1920x1080,AMD Ryzen 7 3.1GHz,4GB,1TB SSD,Nvidia GeForce GTX 1050Ti,Android,1.07kg,221117.48
Razer,Netbook,15.64,Full HD 3840x2160,Intel Core i5 1.51GHz,8GB,1TB SSD,Nvidia GeForce 920MX ,Windows 10,2.78kg,135524.66
Razer,Notebook,15.1,Full HD 2560x1440,AMD Ryzen 7 4.29GHz,16GB,1TB HDD,AMD Radeon R4,Windows 10,1.45kg,108390.91
Xiaomi,Workstation,12.6,Full HD 1366x768,AMD Ryzen 7 2.38GHz,16GB,1TB HDD,Intel HD Graphics 510,Chrome OS,3.38kg,54598.25
